answer_id,question_id,model_name,category,difficulty,expected_risk,student_background,question_text,answer_text,rater_id,accuracy,helpfulness,clarity,actionability,risk_control,error_type,confidence,needs_review_manual,notes
A0011,Q004,Concise_Model,ai_learning,medium,medium,cs_student,"If I use AI to write code, do I still need to learn pandas?","Here is the short answer. Use AI as a support tool, but keep enough technical understanding to verify and debug its output. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,,
A0012,Q004,Overconfident_Model,ai_learning,medium,medium,cs_student,"If I use AI to write code, do I still need to learn pandas?","The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Use AI as a support tool, but keep enough technical understanding to verify and debug its output. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,,
A0013,Q005,Balanced_GPT,phd_planning,hard,high,master_student,Is GPA more important than research for PhD applications?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Is GPA more important than research for PhD applications? — the best approach is to separate the goal from the next action. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",,,,,,,,,,
A0014,Q005,Concise_Model,phd_planning,hard,high,master_student,Is GPA more important than research for PhD applications?,"Here is the short answer. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,,
A0015,Q005,Overconfident_Model,phd_planning,hard,high,master_student,Is GPA more important than research for PhD applications?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,,
A0016,Q006,Balanced_GPT,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I clean a dataset with missing values and duplicates? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,,
A0017,Q006,Concise_Model,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,,
A0018,Q006,Overconfident_Model,data_science,easy,low,beginner,How can I clean a dataset with missing values and duplicates?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,,
A0019,Q007,Balanced_GPT,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Should I choose an internship or RA if I want to apply for a PhD? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",,,,,,,,,,
A0020,Q007,Concise_Model,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,,
A0021,Q007,Overconfident_Model,career_planning,hard,high,master_student,Should I choose an internship or RA if I want to apply for a PhD?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,,
A0022,Q008,Balanced_GPT,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I know if an AI answer is hallucinated? — the best approach is to separate the goal from the next action. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,,
A0023,Q008,Concise_Model,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,"Here is the short answer. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,,
A0024,Q008,Overconfident_Model,ai_evaluation,medium,medium,beginner,How do I know if an AI answer is hallucinated?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,,
A0025,Q009,Balanced_GPT,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How should I prepare for a machine learning course? — the best approach is to separate the goal from the next action. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,,
A0026,Q009,Concise_Model,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,"Here is the short answer. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,,
A0027,Q009,Overconfident_Model,machine_learning,medium,medium,undergraduate,How should I prepare for a machine learning course?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,,
A0028,Q010,Balanced_GPT,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Can AI replace data scientists? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,,
A0029,Q010,Concise_Model,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,"Here is the short answer. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,,
A0030,Q010,Overconfident_Model,career_planning,medium,medium,undergraduate,Can AI replace data scientists?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,,
