answer_id,question_id,model_name,category,risk_level,student_question,answer_text,usefulness_score,specificity_score,actionability_score,empathy_score,risk_control_score,overall_score,failure_type,reviewer_notes,rater_id
Q047__Balanced_GPT,Q047,Balanced_GPT,machine_learning,medium,Should I learn linear algebra before machine learning?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — Should I learn linear algebra before machine learning? — the best approach is to separate the goal from the next action. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,R2
Q047__Concise_Model,Q047,Concise_Model,machine_learning,medium,Should I learn linear algebra before machine learning?,"Here is the short answer. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,R2
Q047__Overconfident_Model,Q047,Overconfident_Model,machine_learning,medium,Should I learn linear algebra before machine learning?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,R2
Q048__Balanced_GPT,Q048,Balanced_GPT,machine_learning,medium,How do I avoid overfitting in a machine learning project?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I avoid overfitting in a machine learning project? — the best approach is to separate the goal from the next action. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,R2
Q048__Concise_Model,Q048,Concise_Model,machine_learning,medium,How do I avoid overfitting in a machine learning project?,"Here is the short answer. Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,R2
Q048__Overconfident_Model,Q048,Overconfident_Model,machine_learning,medium,How do I avoid overfitting in a machine learning project?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Prepare the prerequisites, understand evaluation metrics, and practice on small datasets before scaling up. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,R2
Q049__Balanced_GPT,Q049,Balanced_GPT,ai_evaluation,low,What is a good beginner project for AI evaluation?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — What is a good beginner project for AI evaluation? — the best approach is to separate the goal from the next action. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,R2
Q049__Concise_Model,Q049,Concise_Model,ai_evaluation,low,What is a good beginner project for AI evaluation?,"Here is the short answer. Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,R2
Q049__Overconfident_Model,Q049,Overconfident_Model,ai_evaluation,low,What is a good beginner project for AI evaluation?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define a rubric, collect representative test cases, score outputs, and analyze failure modes. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,R2
Q050__Balanced_GPT,Q050,Balanced_GPT,product_strategy,medium,How do I make my AI project look less like a toy project?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I make my AI project look less like a toy project? — the best approach is to separate the goal from the next action. Define the user, pain point, MVP scope, success metric, and next product iteration. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,R2
Q050__Concise_Model,Q050,Concise_Model,product_strategy,medium,How do I make my AI project look less like a toy project?,"Here is the short answer. Define the user, pain point, MVP scope, success metric, and next product iteration. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,R2
Q050__Overconfident_Model,Q050,Overconfident_Model,product_strategy,medium,How do I make my AI project look less like a toy project?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Define the user, pain point, MVP scope, success metric, and next product iteration. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,R2
Q051__Balanced_GPT,Q051,Balanced_GPT,human_ai_interaction,medium,How can I use user feedback to improve AI answers?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I use user feedback to improve AI answers? — the best approach is to separate the goal from the next action. Study how users understand, trust, misuse, or collaborate with the AI system. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",,,,,,,,,R2
Q051__Concise_Model,Q051,Concise_Model,human_ai_interaction,medium,How can I use user feedback to improve AI answers?,"Here is the short answer. Study how users understand, trust, misuse, or collaborate with the AI system. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,R2
Q051__Overconfident_Model,Q051,Overconfident_Model,human_ai_interaction,medium,How can I use user feedback to improve AI answers?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Study how users understand, trust, misuse, or collaborate with the AI system. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,R2
Q052__Balanced_GPT,Q052,Balanced_GPT,responsible_ai,high,What should I do if AI gives harmful study advice?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — What should I do if AI gives harmful study advice? — the best approach is to separate the goal from the next action. Add uncertainty, privacy protection, source verification, and escalation for high-impact decisions. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",,,,,,,,,R2
Q052__Concise_Model,Q052,Concise_Model,responsible_ai,high,What should I do if AI gives harmful study advice?,"Here is the short answer. Add uncertainty, privacy protection, source verification, and escalation for high-impact decisions. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,R2
Q052__Overconfident_Model,Q052,Overconfident_Model,responsible_ai,high,What should I do if AI gives harmful study advice?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Add uncertainty, privacy protection, source verification, and escalation for high-impact decisions. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,R2
Q053__Balanced_GPT,Q053,Balanced_GPT,human_ai_interaction,high,How do I evaluate AI advice for international students?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I evaluate AI advice for international students? — the best approach is to separate the goal from the next action. Study how users understand, trust, misuse, or collaborate with the AI system. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",,,,,,,,,R2
Q053__Concise_Model,Q053,Concise_Model,human_ai_interaction,high,How do I evaluate AI advice for international students?,"Here is the short answer. Study how users understand, trust, misuse, or collaborate with the AI system. Start with one small task, finish it, and then decide the next step based on what you learned.",,,,,,,,,R2
Q053__Overconfident_Model,Q053,Overconfident_Model,human_ai_interaction,high,How do I evaluate AI advice for international students?,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Study how users understand, trust, misuse, or collaborate with the AI system. Do this immediately and do not spend too much time comparing alternatives.",,,,,,,,,R2
Q054__Balanced_GPT,Q054,Balanced_GPT,career_planning,high,How do I choose between product data scientist and research scientist?,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I choose between product data scientist and research scientist? — the best approach is to separate the goal from the next action. Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",,,,,,,,,R2
